ISBN,Title,Author,Format,Gross Qty,Returned Qty,Net Qty,Net Compensation,Sales Market
9781608881406,Investigation Of Competition In Digital Markets: Majority Staff Report And Recommendations,United States Congress,Hardcover,2,0,2,11.76,IN (Global Connect)
9781608880201,Operation Weseruebung: The Dawn of Decisive Airpower in Joint Military Operations,"Baxley, Brian",Paperback,1,0,1,11.75,DE (Global Connect)
9781608883028,Analysis of Psychological Operations (PSYOP),"Library of Congress,",Paperback,2,0,2,11.60,DE (Global Connect)
9781608881673,Coast Guard Navigation Standards,United States Coast Guard,Hardcover,2,0,2,11.59,US
9781934840832,Obama Does Globalistan,"Escobar, Pepe",Paperback,1,0,1,11.49,DE (Global Connect)
9781608881833,Night Attack by a Soviet Battalion,"Gebhardt, James F.",Paperback,1,0,1,11.46,UK
9781608880317,Freyburg's Failure at Crete: A Close-Run Thing,"Bliss, James",Paperback,1,0,1,11.42,US
9781608881949,Pillars of Russia's Disinformation and Propaganda Ecosystem: Annotated in the AI Lab at NimbleBooks.com,U.S. Department of State,Paperback,1,0,1,11.37,UK
9781608883028,Analysis of Psychological Operations (PSYOP),"Library of Congress,",Paperback,2,0,2,11.36,UK
9781608883158,Feasibility Study of A Satellite Solar Power Station,NASA,Paperback,1,0,1,11.28,UK
9781608881345,The Mayaguez Incident Omnibus,"Zimmerman, W. Frederick",Hardcover,1,0,1,11.24,UK
9781608881048,Record of Proceedings of THRESHER Inquiry,U. S. Navy,Paperback,2,0,2,11.14,UK
9781608881833,Night Attack by a Soviet Battalion,"Gebhardt, James F.",Paperback,1,0,1,10.83,US
9781934840696,Pocket Battleship Deutschland (Lutzow): Kriegsmarine Illustrated Ship Histories,"Bonomi, Antonio",Paperback,1,0,1,10.83,DE (Global Connect)
9781608883363,Special Inspector General Report to the United States Congress: Operation Atlantic Resolve Including U.S. Government Activities Related to Ukraine,"Storch, Robert P.",Paperback,1,0,1,10.83,US
9781934840320,Cool Maps of France's Overseas Territories and Departments,"Zimmerman, W. Frederick",Paperback,1,0,1,10.76,US
9781934840313,Cool Maps of France: Paris and Beyond,"Zimmerman, W. Frederick",Paperback,2,0,2,10.74,UK
9781934840931,Aquiline: The CIA's Bird Drone Program,Central Intelligence Agency,Hardcover,1,0,1,10.68,US
9781934840849,"Investigation and Review of the Federal Bureau of Prisons' Custody, Care, and Supervision of Jeffrey Epstein at the Metropolitan Correctional Center in New York, New York",Department of Justice,Paperback,1,0,1,10.66,UK
9780975447994,"""The Solomon Key"" and Beyond: DIGITAL FORTRESS, ANGELS & DEMONS, DECEPTION POINT, THE DA VINCI CODE, and more","Zimmerman, W. Frederick",Paperback,4,0,4,10.59,UK
9781608882649,A Modest Proposal: For Preventing Space Operations from Being a Burden to The Navy ...,"Bandini, Paul V",Paperback,1,0,1,10.57,UK
9781608880232,"Sea-Based Airpower - The Decisive Factor in Expeditionary Operations? (Norway, 1940; Falkland Islands, 1982)","Buhl, Willard A.",Paperback,1,0,1,10.56,IN (Global Connect)
9781608880171,Skeeter Uses Manners (Skeeter Sneeter Doodlebop #2),"Smith, C. Michelle",Paperback,1,0,1,10.41,US
9781608880690,Yuri the Lion: Three Stories,"Gerovasiliou, Oreanthy",Paperback,2,0,2,10.40,UK
9781608883011,Psychological Warfare: Selected and Annotated Bibliography [Annotated]:,"Central Intelligence Agency,",Paperback,1,0,1,10.38,US
9781608881789,History of Gun-Type Artillery-Fired Atomic Projectiles,Sandia National Laboratories,Hardcover,3,0,3,10.35,UK
9781608883219,Fighting A Nuclear-Armed Regional Opponent: Is Victory Possible?,Office of Net Assessment,Paperback,1,0,1,10.27,UK
9781608884087,Football Nomad,"Radakovich, Dan",Hardcover,1,0,1,10.22,UK
9781608883356,Stateless Hash-Based Digital Signature Standard: Federal Information Processing Standards 205,U. S. Department of Commerce,Paperback,1,0,1,10.22,UK
9781608882069,Manned Orbiting Laboratory Compendium,"Outzen, James",Hardcover,1,0,1,10.20,UK
9781608880430,Napoleon's Cavalry: A Key Element to Decisive Victory,"Shoffner, Thomas",Paperback,1,0,1,10.16,DE (Global Connect)
9781934840771,Suicide Bombers in CONUS,"Kapusta, Philip E",Paperback,1,0,1,10.08,UK
9781608880362,"Obama's Nuclear Posture Review: Or, We Won't Nuke You Unless You Are a Really Bad Country, or We Change Our Minds","Gates, Robert M.",Paperback,1,0,1,10.04,UK
9781608881390,Current Tactical Orders and Doctrine,"United States Fleet,",Hardcover,1,0,1,9.99,DE (Global Connect)
9781608880928,Torpedo Boat Policy [Torpedo Boat Classics],"Smith, Lt. R.C.",Hardcover,1,0,1,9.98,US
9781608881369,"The National Institutes of Health and EcoHealth Alliance Did Not Effectively Monitor Awards and Subawards, Resulting in Missed Opportunities to Oversee Research and Other Deficiencies, A-05-21-00025","HHS, Office of Inspector General (OIG...",Paperback,1,0,1,9.98,US
9780977742462,Misquotes in MISQUOTING JESUS: Why You Can Still Believe,"Burroughs, Dillon",Paperback,1,0,1,9.96,IN (Global Connect)
9781608883097,Strategic Sealift:  Decisions Today to Ensure Tomorrow,"Fults, Mary Alice",Paperback,1,0,1,9.95,UK
9781608881413,Lessons and Conclusions From the History of Navy and Military Doctrinal Development,"Tritten, Dr. James J.",Paperback,1,0,1,9.94,US
9781608883370,Joint Staff Study: ICEBERG Operation,United States Pacific Fleet,Paperback,1,0,1,9.93,UK
9781608882458,State of The Space Industrial Base 2020: A Time for Action to Sustain US Economic & Military Leadership in Space,"Butow, J.",Paperback,1,0,1,9.91,DE (Global Connect)
9780978813888,A Fandom of Magical Proportions: An Unauthorized History of The Harry Potter Phenomenon,"Pyne, Erin, A.",Paperback,1,0,1,9.90,IT (Global Connect)
9781608882663,Navy-After-Next Contingency Producible Corvette,"McCarton, Matthew",Paperback,1,0,1,9.90,US
9781934840573,Re-Read HARRY POTTER AND THE SORCERER'S STONE Today! An Unauthorized Guide,"Davis, Graeme",Paperback,1,0,1,9.89,IN (Global Connect)
9781608880195,You've Got to Stand for Something: A Guide to Understanding and Restoring America's Founding Principles,"Foy, Andrew",Paperback,3,0,3,9.87,US
9781608883509,Battlefield Air Interdiction In The 1973 Middle East War And Its Significance To NATO Air Operations,"Brant, Bruce",Hardcover,1,0,1,9.85,DE (Global Connect)
9781934840726,Re-read HARRY POTTER AND THE CHAMBER OF SECRETS Today! An Unauthorized Guide,"Davis, Graeme",Paperback,1,0,1,9.82,IN (Global Connect)
9780978813888,A Fandom of Magical Proportions: An Unauthorized History of The Harry Potter Phenomenon,"Pyne, Erin, A.",Paperback,1,0,1,9.82,IN (Global Connect)
9781608881611,Ten Propositions Regarding Air Power,"Meininger, Philip S.",Paperback,1,0,1,9.81,IN (Global Connect)
9781934840535,European USSR Coasts and Landing Zones: [NATO Invasion Options],Joint Army-Navy Intelligence  Cmte,Paperback,1,0,1,9.80,US
9781608881291,Report on Digital Asset Financial Stability Risks and Regulation 2022,"Financial Stability Oversight Council,",Paperback,1,0,1,9.79,IN (Global Connect)
9781608881413,Lessons and Conclusions From the History of Navy and Military Doctrinal Development,"Tritten, Dr. James J.",Paperback,1,0,1,9.75,IN (Global Connect)
9781934840030,X-47 Unmanned Combat Air Vehicle (UCAV),"Zimmerman, W. Frederick",Paperback,1,0,1,9.68,IN (Global Connect)
9780978813819,The World Is Flat: Not! Cool New World Maps for Kids,"Zimmerman, W. Frederick",Paperback,1,0,1,9.68,IN (Global Connect)
9781934840306,"SSN-23 JIMMY CARTER, U.S. Navy Submarine (Seawolf class)","Zimmerman, W. Frederick",Paperback,1,0,1,9.68,CN (Global Connect)
9781934840313,Cool Maps of France: Paris and Beyond,"Zimmerman, W. Frederick",Paperback,1,0,1,9.68,IN (Global Connect)
9781608883097,Strategic Sealift:  Decisions Today to Ensure Tomorrow,"Fults, Mary Alice",Paperback,1,0,1,9.66,US
9781608880515,From Gaza to the Peloponnessian War: Maritime Irregular Warfare,"Sutton, William R.",Paperback,1,0,1,9.58,SP (Global Connect)
9781608882687,The Impact of The General Board of The Navy on Interwar Submarine Design,"Juergens, Jeffrey K.",Paperback,1,0,1,9.57,IN (Global Connect)
9781608883394,"Skunks, Bogies, Silent Hounds, and the Flying Fish:  The Gulf of Tonkin Mystery, 2-4 August 1964","Hanyok, Robert J.",Paperback,1,0,1,9.57,UK
9781608880133,"U.S. Patrol Torpedo Boats in World War II, 1939-1945","Connelly, T. Garth",Paperback,1,0,1,9.52,EU
9781608881901,4C-1000: The Untold Story of NRO Headquarters Staff 1962-1990,"Datema, Col. Charles ""Phil""",Paperback,1,0,1,9.51,UK
9781608882731,The Effects of Sea Mining on Amphibious Warfare,"Ball, James F.",Paperback,1,0,1,9.47,IN (Global Connect)
9781608880140,The Young Conservative's Field Guide,"Stransky, Brent",Paperback,1,0,1,9.46,US
9781934840054,"Liveblogging BLACKWATER by Jeremy Scahill: Unauthorized Color Commentary, Maps, and Images","Zimmerman, W. Frederick",Paperback,1,0,1,9.45,UK
9781608881659,Battleship Victory: Principles of Sea Power in the War in the Pacific,"Lundgren, Robert",Hardcover,1,0,1,9.40,PL (Global Connect)
9781608880515,From Gaza to the Peloponnessian War: Maritime Irregular Warfare,"Sutton, William R.",Paperback,1,0,1,9.38,EU
9781608880744,Globalistan: An Antidote to the World Is Flat,"Escobar, Pepe",Hardcover,1,0,1,9.37,BR (Global Connect)
9781608881697,2030,"Escobar, Pepe",Hardcover,1,0,1,9.33,IN (Global Connect)
9781934840573,Re-Read HARRY POTTER AND THE SORCERER'S STONE Today! An Unauthorized Guide,"Davis, Graeme",Paperback,1,0,1,9.33,SP (Global Connect)
9781608883103,The CIA and Dr. Zhivago: How America's Cold War Spies Played Book Publisher to Bring Hope to Millions,Central Intelligence Agency,Hardcover,1,0,1,9.31,UK
9781608882168,Space Doctrine Publication 4-0 Sustainment: Doctrine for Space Forces,United States Space Force,Paperback,1,0,1,9.28,UK
9781608882991,Warsaw Pact Forces Opposite NATO [Annotated]: National Intelligence Estimate,Central Intelligence Agency,Paperback,1,0,1,9.22,UK
9781608882977,CIA Analysis of The Warsaw Pact Forces: The Importance of Clandestine Reporting,"Central Intelligence Agency,",Paperback,1,0,1,9.19,UK
9781608880553,Alien: How Operational Art Devoured Strategy,"Kelly, Justin",Paperback,1,0,1,9.16,IN (Global Connect)
9781608882991,Warsaw Pact Forces Opposite NATO [Annotated]: National Intelligence Estimate,Central Intelligence Agency,Paperback,1,0,1,9.14,US
9781608883387,"Fast-Day Cookery: Or, Meals Without Meat","Johnson, Grace",Paperback,3,0,3,9.06,US
9781608883493,"Economy of Force: A Total Army, The Israel Defense Force Model","Heller, Charles E",Paperback,1,0,1,8.99,DE (Global Connect)
9781608881376,The Art of War of Bernadotte,"Bernadotte, Jean-Baptiste",Paperback,1,0,1,8.98,DE (Global Connect)
9781608882144,Space Doctrine Publication 3-0 Operations: Doctrine for Space Forces,United States Space Force,Paperback,1,0,1,8.94,UK
9781608880751,Brave Just Like Me Keepsake Edition,"Ruff, Kimberly",Hardcover,1,0,1,8.90,UK
9780977742462,Misquotes in MISQUOTING JESUS: Why You Can Still Believe,"Burroughs, Dillon",Paperback,1,0,1,8.90,DE (Global Connect)
9781608882779,"Changes to United States Navy Submarine Design and Construction During World War I, as Determined by The General Board","Yocum, David R.",Paperback,1,0,1,8.89,US
9781608882755,Marine Tanks: The Hard Punch of America's Middle-Weight Fighting Force,"Duff, Jared R.",Paperback,1,0,1,8.87,US
9780978813802,"Should Barack Obama Be President? Dreams from My Father, Audacity of Hope, ... Obama in '08?","Zimmerman, W. Frederick",Paperback,1,0,1,8.83,UK
9780978813857,Sandy Berger Should Be In Jail,"Zimmerman, W. Frederick",Paperback,1,0,1,8.82,US
9780975447901,Basic Documents about the Treatment of Detainees at Guantanamo and Abu Ghraib,"Zimmerman, W. Frederick",Paperback,2,-1,1,8.80,US
9781934840863,Strategic Satellite Systems in a Post-Cold-War Environment,Committee on Government Operations,Paperback,1,0,1,8.73,UK
9781608881246,"No-Fly Zones:Strategic, Operational, and Legal Considerations for Congress","Congressional Research Service,",Paperback,1,0,1,8.67,UK
9781608880867,The Collected Papers of Frederic William Maitland (Volume III),"Maitland, Frederic William",Hardcover,1,0,1,8.66,US
9781608881161,Citizen Arianna: The Huffington Post / AOL Merger: Triumph or Tragedy?,"Snow, Dr Nancy",Paperback,1,0,1,8.53,UK
9781608883424,One Maid's Mischief: Condensed Edition,"Fenn, George  Manville",Paperback,3,0,3,8.49,UK
9781608883011,Psychological Warfare: Selected and Annotated Bibliography [Annotated]:,"Central Intelligence Agency,",Paperback,1,0,1,8.48,UK
9780978813864,"Bearing the Unbearable: Coping with Infertility and Other Profound Suffering, or What to Do When Taking Charge of Your Fertility Fails","Schulz, Karl A.",Paperback,1,0,1,8.39,UK
9780978813864,"Bearing the Unbearable: Coping with Infertility and Other Profound Suffering, or What to Do When Taking Charge of Your Fertility Fails","Schulz, Karl A.",Paperback,1,0,1,8.28,IN (Global Connect)
9781608883301,Soviet Military Rear Services in East Germany,Central Intelligence Agency,Paperback,1,0,1,8.23,UK
9780979920554,Alliance For Hippocratic Medicine v. FDA,"Kacsymaryk, Michael J.",Paperback,1,0,1,8.14,DE (Global Connect)
9781608882632,The NRO At Fifty,"Berkowitz, Bruce",Hardcover,1,0,1,8.14,UK
9781608880881,Spacepower: Doctrine for Space Forces,United States Space Force,Hardcover,1,0,1,8.12,KR (Global Connect)
9780978813895,Red Zone Blues: a snapshot of Baghdad during the surge,"Escobar, Pepe",Paperback,1,0,1,8.12,DE (Global Connect)
9781608883080,United States High-Altitude Test Experiences: A Review Emphasizing the Impact on the Environment,"Hoerlin, Hermann",Paperback,1,0,1,8.02,UK
9781608880706,Light Infantry Forces: A Bibliography,"McMichael, Scott R.",Paperback,1,0,1,7.78,US
9780977742486,Unauthorized Harry Potter and the Chariots of Light News: Half-Blood Prince Analysis and Speculation,"Zimmerman, W. Frederick",Paperback,1,0,1,7.75,US
9781608880492,The EXXON Valdez Oil Spill a Report to the President,"Skinner, Samuel K.",Paperback,1,0,1,7.72,UK
9781608881697,2030,"Escobar, Pepe",Hardcover,1,0,1,7.72,BR (Global Connect)
9781608882533,The Index of Coincidence,National Security Agency,Paperback,1,0,1,7.64,UK
9781608882120,Space Doctrine Publication 2-0 Intelligence: Doctrine for Space Forces,United States Space Force,Paperback,1,0,1,7.62,UK
9781608880621,"Investigation of Forrestal Fire: Copy of findings, recommendations and opinions of investigation into fire on board USS Forrestal (CVA 59)",Chief of Naval Operations,Paperback,1,0,1,7.60,UK
9781608880843,The Collected Papers of Frederic William Maitland,"Maitland, Frederic William",Hardcover,1,0,1,7.50,UK
9781608880683,"War in Afghanistan: Strategy, Military Operations, and Issues for Congress","Dale, Catherine",Paperback,1,0,1,7.45,UK
9781608882601,Great Power Competition: Implications for Defense [Annotated]: Issues for Congress,Congressional Research Service,Paperback,1,0,1,7.40,IN (Global Connect)
9781608882397,"State of The Space Industrial Base 2022: Winning the New Space Race for Sustainability, Prosperity and the Planet","OIson, J.",Paperback,1,0,1,7.32,US
9781608882601,Great Power Competition: Implications for Defense [Annotated]: Issues for Congress,Congressional Research Service,Paperback,1,0,1,7.23,UK
9781608882151,Space Doctrine Publication 5-0: Doctrine for Space Forces,United States Space Force,Paperback,1,0,1,7.16,US
9781608882137,Space Doctrine Publication 3-100: Doctrine for Space Forces,United States Space Force,Paperback,1,0,1,7.11,UK
9781608880447,Chronology of the U.S. Army in World War II,"Williams, Mary H.",Paperback,1,0,1,7.01,US
9781608880713,Light Infantry: A Historical Perspective,"McMichael, Scott R.",Paperback,1,0,1,6.97,UK
9781608881642,Empire of Chaos,"Escobar, Pepe",Hardcover,1,0,1,6.75,BR (Global Connect)
9781608882700,Report on the Historical Record of U.S. Government Involvement with Unidentified Anomalous Phenomena (UAP),All-Domain Anomaly Resolution Office,Paperback,1,0,1,6.69,UK
9781608881222,The Beauties of Shakspear,"Dodd, William",Hardcover,1,0,1,6.64,UK
9781608882304,Soviet Intelligence Communications [1952],Federal Bureau of Intelligence,Paperback,1,0,1,6.43,UK
9781608883479,"Experiments upon Magnesia Alba, Quicklime, and some other Alcaline Substances","Black, Joseph",Paperback,2,0,2,6.40,UK
9781608882229,DOT&E Strategy Implementation Plan: 2023,"Guertin, Nickolas",Paperback,1,0,1,6.39,UK
9781934840764,Tunnel Rats Version 2.0: Fighting and Winning Future War in a Subterranean Environment,"Spillane, Brian T.",Paperback,1,0,1,6.32,UK
9781608881208,Why the USS Scorpion (SSN 589) Was Lost: The Death of a Submarine in the North Atlantic,"Rule, Bruce",Hardcover,1,0,1,6.21,DE (Global Connect)
9781608880713,Light Infantry: A Historical Perspective,"McMichael, Scott R.",Paperback,1,0,1,6.15,IN (Global Connect)
9781608881994,The Great Space Force Debate: A Way Forward From The Past?,"Johnson, Jordan, M.",Hardcover,1,0,1,6.09,KR (Global Connect)
9781934840108,Napoleon In Moscow: Why It Matters Today,"Zimmerman, W. Frederick",Paperback,1,0,1,6.03,UK
9781608883202,The Soviet Bloc Role In International Terrorism And Revolutionary Violence,Central Intelligence Agency,Paperback,1,0,1,5.97,UK
9781608883417,Famous Prima Donnas: Condensed Edition,"Strang, Lewis C.",Paperback,2,0,2,5.97,UK
9781934840764,Tunnel Rats Version 2.0: Fighting and Winning Future War in a Subterranean Environment,"Spillane, Brian T.",Paperback,1,0,1,5.76,US
9781608882618,State of The Space Industrial Base 2019: A Time for Action to Sustain US Economic & Military Leadership in Space,"Cooley, T.",Paperback,1,0,1,5.69,UK
9781608882885,Spacecraft Anomalies and Failures Workshop 2023,"Minow, Joseph I.",Paperback,1,0,1,5.69,US
9781608882960,Annual Threat Assessment of the U.S. Intelligence Community [Annotated],"Director of National Intelligence,",Paperback,5,-3,2,5.63,US
9781608883462,"Confederate Military History: Volume Five, South Carolina:  Library of Confederate States History, in Twelve Volumes, Written by Distinguished Men of the South, and Edited by Gen. Clement A. Evans of Georgia","Capers, Ellison",Paperback,2,0,2,5.63,UK
9781608882182,Crewed Moon Landing Faces Multiple Challenges,"General Accountability Office,",Paperback,2,-1,1,5.59,US
9781608882113,Space Doctrine Publication 1-0 Personnel: Doctrine for Space Forces,"United States Space Force,",Paperback,1,0,1,5.53,UK
9781608881550,The Ghosts of Stalingrad:  Why the Airlift Didn't Work,"Akins II, Willard B.",Paperback,1,0,1,5.50,AU
9781608882113,Space Doctrine Publication 1-0 Personnel: Doctrine for Space Forces,"United States Space Force,",Paperback,1,0,1,5.46,DE (Global Connect)
9781608880058,Professor Barrister's Dinosaur Mysteries #1: The Case Of The Truncated Troodon,"Penner, Stephen",Paperback,1,0,1,5.28,UK
9781608880355,2030,"Escobar, Pepe",Paperback,2,0,2,5.12,AU
9781608881734,New Research on the Voynich Manuscript: Proceedings of a Seminar,National Security Agency,Hardcover,1,0,1,5.11,IN (Global Connect)
9781608880355,2030,"Escobar, Pepe",Paperback,1,0,1,5.10,IN (Global Connect)
9781608882564,Annual Report Of The Signal Officer Of The Army To The Secretary Of War. 1865,"Fisher, B. F.",Paperback,1,0,1,5.03,UK
9781608881062,Brave Just Like Me,"Ruff, Kimberly",Paperback,2,0,2,5.00,UK
9781608881895,Ten Propositions Regarding Space Power,"Smith, M. V.,",Hardcover,1,0,1,4.95,KR (Global Connect)
9781608881888,Navigation Rules and Regulations Handbook,Department of Homeland Security,Hardcover,1,0,1,4.95,KR (Global Connect)
9781608882564,Annual Report Of The Signal Officer Of The Army To The Secretary Of War. 1865,"Fisher, B. F.",Paperback,1,0,1,4.92,US
9781608881796,"History Of Gun-Type Bombs And Warheads: Mks 8, 10 and 11",Sandia National Laboratories,Hardcover,1,0,1,4.84,DE (Global Connect)
9781608881710,Record of Proceedings of SCORPION Inquiry: And Miscellaneous Other Documents,U.S. Navy,Hardcover,1,0,1,4.79,DE (Global Connect)
9781608881895,Ten Propositions Regarding Space Power,"Smith, M. V.,",Hardcover,1,0,1,4.74,UK
9781608889075,A Serendipity Reader on Mindfulness,"Phil 73, Pagekicker Robot",Hardcover,1,0,1,4.70,US
9781608880355,2030,"Escobar, Pepe",Paperback,1,0,1,4.68,SP (Global Connect)
9780979920561,State of Washington v. US Food & Drug Administration [Annotated],"Rice, Thomas, O.",Paperback,2,-1,1,4.65,US
9781934840771,Suicide Bombers in CONUS,"Kapusta, Philip E",Paperback,2,-1,1,4.35,US
9781608881970,Fast Space: Leveraging Ultra Low-Cost Space Access for 21st Century Challenges,"Air University,",Paperback,2,-1,1,4.15,US
9781608880584,The Essential Saker: from the trenches of the emerging multipolar world,"The Saker,",Hardcover,2,0,2,4.00,AU
9781608881505,Capitol Attack,General Accounting Office,Paperback,2,-1,1,3.97,US
9781608880584,The Essential Saker: from the trenches of the emerging multipolar world,"The Saker,",Hardcover,1,0,1,3.93,EU
9781608880379,"Self-Inflicted Wound Allied Defeat in Crete, May 1941","Kostic, Samuel J.",Paperback,1,0,1,3.87,AU
9781608881840,"History of the Mk 25 Warhead: Code Name DING DONG, Atomic Warheads for Air Defense",Sandia National Laboratories,Hardcover,3,0,3,3.73,UK
9781608883387,"Fast-Day Cookery: Or, Meals Without Meat","Johnson, Grace",Paperback,1,0,1,3.34,UK
9781608881666,"Amalgamated International and U.S. Inland Navigation Rules: Amalgamation of the International Regulations for Preventing Collisions at Sea and the U.S. Inland Navigation Rules, their Annexes, and associated Federal regulations",United States Coast Guard,Hardcover,1,0,1,3.26,KR (Global Connect)
9781608880447,Chronology of the U.S. Army in World War II,"Williams, Mary H.",Paperback,1,0,1,3.23,UK
9781608883431,"In Good Company [Condensed Edition]: [Personal Recollections of Swinburne, Oscar Wilde, and Others]","Kernahan, Coulson",Paperback,1,0,1,3.22,UK
9781608881703,Survival: Training Edition: AF Manual 64-3,United States Air Force,Hardcover,1,0,1,3.19,DE (Global Connect)
9781608883417,Famous Prima Donnas: Condensed Edition,"Strang, Lewis C.",Paperback,1,0,1,3.08,US
9781608881765,Manhattan District History: Book I - General; Volume I - General,Manhattan District,Hardcover,2,0,2,2.94,UK
9781608883462,"Confederate Military History: Volume Five, South Carolina:  Library of Confederate States History, in Twelve Volumes, Written by Distinguished Men of the South, and Edited by Gen. Clement A. Evans of Georgia","Capers, Ellison",Paperback,4,-1,3,2.83,US
9781608881710,Record of Proceedings of SCORPION Inquiry: And Miscellaneous Other Documents,U.S. Navy,Hardcover,1,0,1,2.34,UK
9781608881796,"History Of Gun-Type Bombs And Warheads: Mks 8, 10 and 11",Sandia National Laboratories,Hardcover,1,0,1,2.11,UK
9781608881857,The President's Daily Brief Fifty Years Ago: January 1971,Central Intelligence Agency,Hardcover,1,0,1,2.10,UK
9781608882229,DOT&E Strategy Implementation Plan: 2023,"Guertin, Nickolas",Paperback,2,-1,1,1.98,US
9781608889372,Japanese battleship Yamato,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,3,0,3,1.92,US (Agency)
9781608883219,Fighting A Nuclear-Armed Regional Opponent: Is Victory Possible?,Office of Net Assessment,Paperback,3,-2,1,1.60,US
9781608889372,Japanese battleship Yamato,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,4,0,4,1.54,US
9781608881659,Battleship Victory: Principles of Sea Power in the War in the Pacific,"Lundgren, Robert",Hardcover,1,0,1,1.44,AU
9781608889389,German battleship Bismarck,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,2,0,2,1.28,US (Agency)
9781608881147,A Quarterly Day Book With Prompts and Tools,"Zimmerman, W. Frederick",Hardcover,1,0,1,0.84,UK
9781608889372,Japanese battleship Yamato,Jellicoe AI,Ebook,2,0,2,0.78,US
9781608889358,HMS Prince of Wales,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,2,0,2,0.76,US
9781608889358,HMS Prince of Wales,Jellicoe AI,Ebook,1,0,1,0.64,UK
9781608889372,Japanese battleship Yamato,Jellicoe AI,Ebook,1,0,1,0.64,UK
9781608889341,Italian battleship Roma,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,1,0,1,0.64,US (Agency)
9781608889358,HMS Prince of Wales,Jellicoe AI,Ebook,1,0,1,0.46,US
9781608882762,Comfortable with Chaos,"Zaszewski, Richard A.",Paperback,0,0,0,-1.42,
9781608883448,The Duty of American Women to their Country,"Beecher, Catharine Esther",Paperback,1,-1,0,-3.16,US
9781934840955,Imperial Japanese Navy 1932-1945 Warships and Colours: With Japanese Army Vessels and Three Special Bonus Pages,"Wright, Malcolm",Paperback,0,0,0,-3.90,
9781608880881,Spacepower: Doctrine for Space Forces,United States Space Force,Hardcover,0,0,0,-4.14,
9781608883196,Articles on Cryptography and Cryptanalysis,US Signal Corps,Hardcover,2,-1,1,-5.96,US
9781608882649,A Modest Proposal: For Preventing Space Operations from Being a Burden to The Navy ...,"Bandini, Paul V",Paperback,1,-1,0,-6.20,US
9781608882878,"Recommendations for Developing Space Suit Integrated Food Systems and Delivering Nutrition Before, During, and After Lunar EVA","Dillon, Lichar",Paperback,2,-2,0,-10.52,US
9781608882922,Material Specifications for Attack Countermeasures on Bridges,"Long, Wendy R.",Paperback,2,-2,0,-13.50,US
9781934840849,"Investigation and Review of the Federal Bureau of Prisons' Custody, Care, and Supervision of Jeffrey Epstein at the Metropolitan Correctional Center in New York, New York",Department of Justice,Paperback,2,-2,0,-18.40,US
